SRC_ADD,DES_ADD,PKT_ID,FROM_NODE,TO_NODE,PKT_TYPE,PKT_SIZE,FID,SEQ_NUMBER,NUMBER_OF_PKT,NUMBER_OF_BYTE,NODE_NAME_FROM,NODE_NAME_TO,PKT_IN,PKT_OUT,PKT_R,PKT_DELAY_NODE,PKT_RATE,BYTE_RATE,PKT_AVG_SIZE,UTILIZATION,PKT_DELAY,PKT_SEND_TIME,PKT_RESEVED_TIME,FIRST_PKT_SENT,LAST_PKT_RESEVED,PKT_CLASS
16,24.18,64296,16,22,tcp,20273,0,-1,210,4257330,client-16,switch2,61,61,61.015243,0,23.041765,467125.7098,20273,0.040601,0.113885,61,61.113885,0,9.113885,Normal
2,24.2,164559,21,23,tcp,1540,3,5141,16091,24780100,Switch1,Router,16.717349,16.717349,16.727472,0,328.26404,505526,1540,0.236321,0,16.707226,16.737595,1,50.018467,Normal
24.13,13,99513,22,13,ack,55,14,3098,16103,885665,Switch2,clien-13,10.601264,10.601264,10.611267,0,328.460278,18065.3,55,0.008446,0,10.581258,10.611267,1.030032,50.055747,Normal
24.13,13,229191,24,23,ack,55,14,7149,16103,885665,server1,Router,22.795104,22.795104,22.805107,0,328.460278,18065.3,55,0.008446,0,22.795104,22.825114,1.030032,50.055747,Normal
24.4,4,90560,21,4,ack,55,5,2817,16091,885005,Switch1,clien-4,9.758666,9.758666,9.768669,0,328.218006,18052,55,0.00844,0,9.738659,9.768669,1.030035,50.055377,Normal
24.13,13,438758,24,23,ack,55,14,12566,16103,885665,server1,Router,39.282437,39.282437,39.29244,0,328.460278,18065.3,55,0.008446,0,39.282437,39.312446,1.030032,50.055747,Normal
24.5,5,422758,21,5,ack,55,6,12160,16091,885005,Switch1,clien-5,38.076542,38.076542,38.086546,0,328.204851,18051.3,55,0.00844,0,38.056536,38.086546,1.030042,50.057349,Normal
25.1,26,9860,25,26,tcp,55,1,44,5630,309650,webcache,webserverlistin,10.186464,10.186464,10.217104,0,656.270166,36094.9,55,0.002953,0.03064,10.186464,10.217104,1.417136,9.99592,Normal
18.1,24.38,599043,22,23,cbr,1000,39,4137,6250,6250000,Switch2,Router,58.10608,58.10672,58.1168,0.00064,124.941028,124941,1000,0.059605,0.00136,58.096,58.1276,25,75.0236,Normal
24.2,2,33445,24,23,ack,55,3,1034,16091,885005,server1,Router,4.357888,4.357888,4.367891,0,328.26412,18054.5,55,0.00844,0,4.357888,4.387898,1.030022,50.048477,Normal
9,24.9,2030,9,21,tcp,1540,10,68,16085,24770900,clien-9,Switch1,1.40097,1.40097,1.411093,0,328.063862,505218,1540,0.236234,0,1.40097,1.431339,1,50.030088,Normal
2,24.16,17162,2,21,tcp,50930,0,-1,210,10695300,client-2,switch1,17,17,17.015243,0,23.188498,1180990.202,50930,0.101998,0.056214,17,17.056214,0,9.056214,HTTP-FLOOD
9,24.9,198872,21,23,tcp,1540,10,6203,16085,24770900,Switch1,Router,19.947553,19.947553,19.957676,0,328.063862,505218,1540,0.236234,0,19.93743,19.9678,1,50.030088,Normal
6,24.6,400174,21,23,tcp,1540,7,11602,16091,24780100,Switch1,Router,36.333786,36.333786,36.343909,0,328.192835,505416,1540,0.236321,0.000037,36.323663,36.35407,1,50.029102,Normal
24,0,14780,24,23,ack,55,1,461,16091,885005,server1,Router,2.602333,2.602333,2.612336,0,328.316229,18057.4,55,0.00844,0,2.602333,2.632342,1.03001,50.040685,Normal
11,24.11,554122,23,24,tcp,1540,12,15488,16103,24798600,Router,server1,48.151077,48.151195,48.161318,0.000118,328.522879,505925,1540,0.236498,0.000118,48.13083,48.161318,1,50.016373,Normal
18.1,24.38,367382,23,24,cbr,1000,39,1101,6250,6250000,Router,server1,33.8288,33.829554,33.839634,0.000754,124.941028,124941,1000,0.059605,0.001394,33.808,33.839634,25,75.0236,Normal
15.1,24.35,641296,22,23,cbr,1000,36,6235,6250,6250000,Switch2,Router,74.89008,74.89048,74.90056,0.0004,124.942227,124942,1000,0.059605,0.00088,74.88,74.91112,25,75.02312,Normal
1,24.1,188874,23,24,tcp,1540,2,5898,16091,24780100,Router,server1,19.018062,19.018062,19.028186,0,328.297855,505578,1540,0.236321,0,18.997816,19.028186,1,50.013418,Normal
3,24.3,11366,21,23,tcp,1540,4,354,16091,24780100,Switch1,Router,2.287706,2.287706,2.297829,0,328.240918,505490,1540,0.236321,0,2.277582,2.307952,1,50.02192,Normal
24.15,15,318251,23,22,ack,55,16,9525,16092,885060,Router,Switch2,30.047137,30.047137,30.05714,0,328.206042,18051.3,55,0.008441,0,30.037133,30.067143,1.030045,50.060221,Normal
24.1,10,535736,23,22,ack,55,11,15016,16103,885665,Router,Switch2,46.730899,46.730899,46.740903,0,328.561918,18070.9,55,0.008446,0,46.720896,46.750906,1.030013,50.040562,Normal
0.2,24.42,1547,0,21,cbr,1500,21,63,9108,13662000,client-0,switch1,2.462857,2.463217,2.473337,0.00036,1016.54917,1524820,1500,0.130291,0.03396,2.462857,2.496817,1,9.959724,UDP-Flood
14,24.14,33194,22,23,tcp,1540,15,1033,16103,24798600,Switch2,Router,4.343555,4.343555,4.353678,0,328.431807,505785,1540,0.236498,0,4.333432,4.363802,1,50.029965,Normal
24.2,2,424167,24,23,ack,55,3,12192,16091,885005,server1,Router,38.164501,38.164501,38.174505,0,328.26412,18054.5,55,0.00844,0,38.164501,38.194511,1.030022,50.048477,Normal
13,24.13,48710,23,24,tcp,1540,14,1524,16103,24798600,Router,server1,5.816208,5.816208,5.826331,0,328.460131,505828,1540,0.236498,0,5.795962,5.826331,1,50.025737,Normal
24.1,10,64348,22,10,ack,55,11,2006,16103,885665,Switch2,clien-10,7.288909,7.288909,7.298912,0,328.561918,18070.9,55,0.008446,0,7.268902,7.298912,1.030013,50.040562,Normal
9,24.9,225189,21,23,tcp,1540,10,7026,16085,24770900,Switch1,Router,22.424233,22.424233,22.434356,0,328.063862,505218,1540,0.236234,0,22.41411,22.444479,1,50.030088,Normal
11,24.11,334794,23,24,tcp,1540,12,9962,16103,24798600,Router,server1,31.326202,31.327678,31.337802,0.001476,328.522879,505925,1540,0.236498,0.001476,31.305955,31.337802,1,50.016373,Normal
15.2,24.57,16123,22,23,cbr,1500,36,586,8655,12982500,switch2,router,16.036383,16.068391,16.078511,0.032008,962.684973,1444030,1500,0.123811,0.117273,16.026143,16.143416,1,9.99048,UDP-Flood
24.2,2,118934,23,21,ack,55,3,3704,16091,885005,Router,Switch1,12.424197,12.424197,12.4342,0,328.26412,18054.5,55,0.00844,0,12.414194,12.444203,1.030022,50.048477,Normal
9,24.9,508604,21,23,tcp,1540,10,14325,16085,24770900,Switch1,Router,44.650311,44.651111,44.661234,0.0008,328.063862,505218,1540,0.236234,0.001724,44.640188,44.672281,1,50.030088,Normal
25,20,59274,23,21,tcp,576,0,138825,7110,4092144,router,switch1,56.366093,56.366093,56.376139,0,95.145988,54761.05236,575.547679,0.039026,0.113037,56.302318,56.415355,1.27255,75.999821,Normal
24.6,6,525244,24,23,ack,55,7,14740,16091,885005,server1,Router,45.916526,45.916526,45.92653,0,328.19309,18050.6,55,0.00844,0,45.916526,45.946536,1.030048,50.059112,Normal
0.1,24.2,574195,23,24,cbr,1000,21,3084,6250,6250000,Router,server1,49.692248,49.692451,49.702531,0.000203,124.944425,124944,1000,0.059605,0.000291,49.672,49.702531,25,75.02224,Normal
4.2,24.46,8682,23,24,cbr,1500,25,365,10050,15075000,router,server1,9.091954,9.138138,9.148258,0.046184,1118.27935,1677420,1500,0.143766,0.076544,9.071714,9.148258,1,9.987021,UDP-Flood
24,0,427778,24,23,ack,55,1,12284,16091,885005,server1,Router,38.440978,38.440978,38.450981,0,328.316229,18057.4,55,0.00844,0,38.440978,38.470987,1.03001,50.040685,Normal
12,24.12,81838,23,24,tcp,1540,13,2554,16103,24798600,Router,server1,8.93683,8.93683,8.946954,0,328.491489,505876,1540,0.236498,0,8.916584,8.946954,1,50.021057,Normal
4,24.4,508053,23,24,tcp,1540,5,14319,16091,24780100,Router,server1,44.619314,44.619314,44.629437,0,328.217832,505455,1540,0.236321,0,44.599067,44.629437,1,50.025368,Normal
12,24.13,18264,23,24,ping,65535,0,-1,210,13762400,router,server1,18.040971,18.0567,18.071942,0.015729,23.148296,1517030,65535.2,0.131248,0.071942,18,18.071942,0,9.071942,Smurf
8.1,24.28,290932,8,21,cbr,1000,29,368,6250,6250000,clien-8,Switch1,27.944,27.944,27.95408,0,124.941228,124941,1000,0.059605,0.001443,27.944,27.975683,25,75.02352,Normal
15,24.15,18489,22,23,tcp,1540,16,580,16092,24781700,Switch2,Router,2.959392,2.959392,2.969515,0,328.205808,505437,1540,0.236337,0,2.949269,2.979638,1,50.030211,Normal
8,24.8,465703,21,23,tcp,1540,9,13244,16088,24775500,Switch1,Router,41.360973,41.360973,41.371096,0,328.11323,505294,1540,0.236278,0,41.35085,41.381219,1,50.031854,Normal
24.1,10,521958,23,22,ack,55,11,14668,16103,885665,Router,Switch2,45.674053,45.674053,45.684056,0,328.561918,18070.9,55,0.008446,0,45.66405,45.694059,1.030013,50.040562,Normal
24.14,14,276125,22,14,ack,55,15,8468,16103,885665,Switch2,clien-14,26.826104,26.826104,26.836107,0,328.432001,18063.8,55,0.008446,0,26.806098,26.836107,1.030038,50.059974,Normal
24.12,12,30404,23,22,ack,55,13,949,16103,885665,Router,Switch2,4.084229,4.084229,4.094232,0,328.491596,18067,55,0.008446,0,4.074226,4.104235,1.030026,50.051067,Normal
24.13,13,108492,24,23,ack,55,14,3377,16103,885665,server1,Router,11.426443,11.426443,11.436446,0,328.460278,18065.3,55,0.008446,0,11.426443,11.456453,1.030032,50.055747,Normal
24.4,4,568023,24,23,ack,55,5,15819,16091,885005,server1,Router,49.197008,49.197008,49.207011,0,328.218006,18052,55,0.00844,0,49.197008,49.227018,1.030035,50.055377,Normal
7.1,24.27,634216,21,23,cbr,1000,28,5884,6250,6250000,Switch1,Router,72.08208,72.08264,72.09272,0.00056,124.941627,124942,1000,0.059605,0.00112,72.072,72.10336,25,75.02336,Normal
4,24.4,140435,23,24,tcp,1540,5,4383,16091,24780100,Router,server1,14.457995,14.457995,14.468118,0,328.217832,505455,1540,0.236321,0,14.437748,14.468118,1,50.025368,Normal
5.1,24.25,371430,23,24,cbr,1000,26,1140,6250,6250000,Router,server1,34.140542,34.140986,34.151066,0.000444,124.942427,124942,1000,0.059605,0.000826,34.12,34.151066,25,75.02304,Normal
9,24.9,482429,23,24,tcp,1540,10,13668,16085,24770900,Router,server1,42.653984,42.65503,42.665154,0.001046,328.063862,505218,1540,0.236234,0.0016,42.633184,42.665154,1,50.030088,Normal
7.1,24.27,630086,7,21,cbr,1000,28,5679,6250,6250000,clien-7,Switch1,70.432,70.432,70.44208,0,124.941627,124942,1000,0.059605,0.00112,70.432,70.46336,25,75.02336,Normal
24.12,12,45169,22,12,ack,55,13,1409,16103,885665,Switch2,clien-12,5.4832,5.4832,5.493203,0,328.491596,18067,55,0.008446,0,5.463194,5.493203,1.030026,50.051067,Normal
24.15,15,336185,23,22,ack,55,16,9973,16092,885060,Router,Switch2,31.423511,31.423511,31.433514,0,328.206042,18051.3,55,0.008441,0,31.413508,31.443518,1.030045,50.060221,Normal
9,24.9,75610,21,23,tcp,1540,10,2355,16085,24770900,Switch1,Router,8.342504,8.342504,8.352627,0,328.063862,505218,1540,0.236234,0,8.332381,8.36275,1,50.030088,Normal
24.11,11,362834,23,22,ack,55,12,10656,16103,885665,Router,Switch2,33.468882,33.468882,33.478885,0,328.522947,18068.8,55,0.008446,0,33.458878,33.488888,1.030019,50.046382,Normal
14.1,24.34,607843,22,23,cbr,1000,35,4574,6250,6250000,Switch2,Router,61.60208,61.6024,61.61248,0.00032,124.942626,124943,1000,0.059605,0.00072,61.592,61.62296,25,75.02296,Normal
2.2,24.44,57246,21,23,cbr,1192,23,2084,8655,10316800,switch1,router,54.436861,54.437366,54.447461,0.000505,962.684973,1147520,1192,0.098389,0.032255,54.426286,54.458541,1,9.99048,UDP-Flood
24.6,6,556967,23,21,ack,55,7,15531,16091,885005,Router,Switch1,48.359602,48.359602,48.369605,0,328.19309,18050.6,55,0.00844,0,48.349598,48.379608,1.030048,50.059112,Normal
24.12,12,170,24,23,ack,55,13,3,16103,885665,server1,Router,1.151877,1.151877,1.16188,0,328.491596,18067,55,0.008446,0,1.151877,1.181886,1.030026,50.051067,Normal
24.5,5,114499,21,5,ack,55,6,3566,16091,885005,Switch1,clien-5,12.014502,12.014502,12.024506,0,328.204851,18051.3,55,0.00844,0,11.994496,12.024506,1.030042,50.057349,Normal
20,25,73108,23,25,tcp,55,0,44,7085,389675,router,webcache,69.324352,69.324352,69.354992,0,94.7212,5209.67,55,0.003716,0.071283,69.283709,69.354992,1.201267,75.999728,SIDDOS
12,24.12,404183,23,24,tcp,1540,13,11709,16103,24798600,Router,server1,36.651876,36.651876,36.661999,0,328.491489,505876,1540,0.236498,0,36.63163,36.661999,1,50.021057,Normal
11,24.11,469521,23,24,tcp,1540,12,13356,16103,24798600,Router,server1,41.662693,41.662754,41.672877,0.000061,328.522879,505925,1540,0.236498,0.000061,41.642446,41.672877,1,50.016373,Normal
24.15,15,67669,22,15,ack,55,16,2109,16092,885060,Switch2,clien-15,7.603125,7.603125,7.613128,0,328.206042,18051.3,55,0.008441,0,7.583118,7.613128,1.030045,50.060221,Normal
0,24,435605,21,23,tcp,1540,1,12491,16091,24780100,Switch1,Router,39.050507,39.051184,39.061307,0.000677,328.316229,505606,1540,0.236321,0.001724,39.040384,39.072477,1,50.010675,Normal
2,24.2,288797,23,24,tcp,1540,3,8791,16091,24780100,Router,server1,27.799442,27.799442,27.809565,0,328.26404,505526,1540,0.236321,0,27.779195,27.809565,1,50.018467,Normal
13,24.13,19704,23,24,tcp,1540,14,612,16103,24798600,Router,server1,3.082389,3.082389,3.092512,0,328.460131,505828,1540,0.236498,0,3.062142,3.092512,1,50.025737,Normal
13,24.13,126103,22,23,tcp,1540,14,3937,16103,24798600,Switch2,Router,13.096814,13.096814,13.106938,0,328.460131,505828,1540,0.236498,0,13.086691,13.117061,1,50.025737,Normal
24.15,15,273546,24,23,ack,55,16,8398,16092,885060,server1,Router,26.608054,26.608054,26.618058,0,328.206042,18051.3,55,0.008441,0,26.608054,26.638064,1.030045,50.060221,Normal
24.7,7,229796,23,21,ack,55,8,7162,16090,884950,Router,Switch1,22.860682,22.860682,22.870685,0,328.167767,18049.2,55,0.00844,0,22.850678,22.880688,1.030051,50.059851,Normal
24.6,6,281537,24,23,ack,55,7,8599,16091,885005,server1,Router,27.221326,27.221326,27.23133,0,328.19309,18050.6,55,0.00844,0,27.221326,27.251336,1.030048,50.059112,Normal
8,24.8,81351,21,23,tcp,1540,9,2531,16088,24775500,Switch1,Router,8.882714,8.882714,8.892837,0,328.11323,505294,1540,0.236278,0,8.87259,8.90296,1,50.031854,Normal
24.1,1,141091,23,21,ack,55,2,4395,16091,885005,Router,Switch1,14.508886,14.508886,14.51889,0,328.297902,18056.4,55,0.00844,0,14.498883,14.528893,1.030016,50.043427,Normal
24.6,6,364810,24,23,ack,55,7,10692,16091,885005,server1,Router,33.610353,33.610353,33.620356,0,328.19309,18050.6,55,0.00844,0,33.610353,33.640362,1.030048,50.059112,Normal
4,24.4,235811,23,24,tcp,1540,5,7357,16091,24780100,Router,server1,23.434861,23.434861,23.444984,0,328.217832,505455,1540,0.236321,0,23.414614,23.444984,1,50.025368,Normal
14.1,24.34,618457,22,23,cbr,1000,35,5102,6250,6250000,Switch2,Router,65.82608,65.8264,65.83648,0.00032,124.942626,124943,1000,0.059605,0.00072,65.816,65.84696,25,75.02296,Normal
11,24.11,566372,22,23,tcp,1540,12,15799,16103,24798600,Switch2,Router,49.08096,49.08096,49.091083,0,328.522879,505925,1540,0.236498,0.000123,49.070837,49.10133,1,50.016373,Normal
4.2,24.46,6858,23,24,cbr,1500,25,293,10050,15075000,router,server1,7.433743,7.433743,7.443863,0,1118.27935,1677420,1500,0.143766,0.03072,7.413143,7.443863,1,9.987021,UDP-Flood
19.2,24.61,36448,22,23,cbr,1500,40,1393,9108,13662000,switch2,router,34.948526,34.949726,34.959846,0.0012,1016.418257,1524630,1500,0.130291,0.03312,34.938286,34.971406,1,9.960878,UDP-Flood
14.1,24.34,625899,22,23,cbr,1000,35,5471,6250,6250000,Switch2,Router,68.77808,68.7784,68.78848,0.00032,124.942626,124943,1000,0.059605,0.00072,68.768,68.79896,25,75.02296,Normal
4,24.4,541403,4,21,tcp,1540,5,15157,16091,24780100,clien-4,Switch1,47.156099,47.156099,47.166222,0,328.217832,505455,1540,0.236321,0,47.156099,47.186469,1,50.025368,Normal
2,24.2,200446,2,21,tcp,1540,3,6253,16091,24780100,clien-2,Switch1,20.08649,20.08649,20.096613,0,328.26404,505526,1540,0.236321,0,20.08649,20.116859,1,50.018467,Normal
1,24.1,115129,1,21,tcp,1540,2,3599,16091,24780100,clien-1,Switch1,12.054208,12.054208,12.064331,0,328.297855,505578,1540,0.236321,0,12.054208,12.084578,1,50.013418,Normal
9,24.9,66647,23,24,tcp,1540,10,2074,16085,24770900,Router,server1,7.507195,7.507195,7.517318,0,328.063862,505218,1540,0.236234,0,7.486949,7.517318,1,50.030088,Normal
7,24.7,468085,7,21,tcp,1540,8,13307,16090,24778600,clien-7,Switch1,41.532234,41.532234,41.542357,0,328.167486,505378,1540,0.236307,0.000539,41.532234,41.563142,1,50.029842,Normal
8,24.8,201462,23,24,tcp,1540,9,6290,16088,24775500,Router,server1,20.200548,20.200548,20.210672,0,328.11323,505294,1540,0.236278,0,20.180302,20.210672,1,50.031854,Normal
2.1,24.22,586119,23,24,cbr,1000,23,3496,6250,6250000,Router,server1,52.98832,52.98848,52.99856,0.00016,124.943625,124944,1000,0.059605,0.00032,52.968,52.99856,25,75.02256,Normal
24.15,15,356887,23,22,ack,55,16,10502,16092,885060,Router,Switch2,33.012486,33.012486,33.02249,0,328.206042,18051.3,55,0.008441,0,33.002483,33.032493,1.030045,50.060221,Normal
24,0,381730,23,21,ack,55,1,11124,16091,885005,Router,Switch1,34.918683,34.918683,34.928686,0,328.316229,18057.4,55,0.00844,0,34.90868,34.93869,1.03001,50.040685,Normal
14,24.14,228121,22,23,tcp,1540,15,7119,16103,24798600,Switch2,Router,22.700803,22.700803,22.710926,0,328.431807,505785,1540,0.236498,0,22.69068,22.72105,1,50.029965,Normal
14,24.14,563790,14,22,tcp,1540,15,15726,16103,24798600,clien-14,Switch2,48.872234,48.872234,48.882357,0,328.431807,505785,1540,0.236498,0.0016,48.872234,48.904203,1,50.029965,Normal
24.14,14,493946,24,23,ack,55,15,13953,16103,885665,server1,Router,43.517218,43.517218,43.527221,0,328.432001,18063.8,55,0.008446,0,43.517218,43.547227,1.030038,50.059974,UDP-Flood
15.2,24.57,6506,15,22,cbr,1500,36,236,8655,12982500,client-15,switch2,7.036143,7.036263,7.046383,0.00012,962.684973,1444030,1500,0.123811,0.106777,7.036143,7.14292,1,9.99048,UDP-Flood
24.13,13,453493,24,23,ack,55,14,12941,16103,885665,server1,Router,40.413342,40.413342,40.423346,0,328.460278,18065.3,55,0.008446,0,40.413342,40.443352,1.030032,50.055747,Normal
14.2,24.56,30790,22,23,cbr,1500,35,1177,9108,13662000,switch2,router,29.68224,29.68308,29.6932,0.00084,1016.4372,1524660,1500,0.130291,0.0324,29.672,29.7044,1,9.960711,UDP-Flood
24.13,13,435283,23,22,ack,55,14,12482,16103,885665,Router,Switch2,39.026288,39.026288,39.036291,0,328.460278,18065.3,55,0.008446,0,39.016285,39.046294,1.030032,50.055747,Normal
20,25,77750,20,21,tcp,55,0,44,7085,389675,clienthttp,switch1,73.716605,73.716605,73.747245,0,94.7212,5209.67,55,0.003716,0.071283,73.716605,73.787888,1.201267,75.999728,HTTP-FLOOD
13,24.13,375347,23,24,tcp,1540,14,10975,16103,24798600,Router,server1,34.439097,34.439097,34.44922,0,328.460131,505828,1540,0.236498,0,34.41885,34.44922,1,50.025737,Normal
9,24.9,259823,9,21,tcp,1540,10,8052,16085,24770900,clien-9,Switch1,25.553741,25.553741,25.563864,0,328.063862,505218,1540,0.236234,0.001723,25.553741,25.585834,1,50.030088,Normal
9,24.9,143087,23,24,tcp,1540,10,4464,16085,24770900,Router,server1,14.704812,14.704812,14.714936,0,328.063862,505218,1540,0.236234,0,14.684566,14.714936,1,50.030088,Normal
24.7,7,278454,24,23,ack,55,8,8522,16090,884950,server1,Router,26.984736,26.984736,26.994739,0,328.167767,18049.2,55,0.00844,0,26.984736,27.014746,1.030051,50.059851,Normal
14,24.14,406345,23,24,tcp,1540,15,11753,16103,24798600,Router,server1,36.816331,36.816839,36.826962,0.000508,328.431807,505785,1540,0.236498,0.000508,36.796085,36.826962,1,50.029965,Normal
16.1,24.36,604149,16,22,cbr,1000,37,4390,6250,6250000,clien-16,Switch2,60.12,60.12,60.13008,0,124.941827,124942,1000,0.059605,0.00104,60.12,60.15128,25,75.02328,Normal
24.3,3,221375,21,3,ack,55,4,6902,16091,885005,Switch1,clien-3,22.074421,22.074421,22.084424,0,328.241051,18053.3,55,0.00844,0,22.054414,22.084424,1.030029,50.051929,Normal
24.1,1,295475,24,23,ack,55,2,8954,16091,885005,server1,Router,28.292597,28.292597,28.3026,0,328.297902,18056.4,55,0.00844,0,28.292597,28.322606,1.030016,50.043427,Normal
0,24,123046,23,24,tcp,1540,1,3846,16091,24780100,Router,server1,12.823275,12.823275,12.833398,0,328.316229,505606,1540,0.236321,0,12.803029,12.833398,1,50.010675,Normal
6,24.6,5844,21,23,tcp,1540,7,186,16091,24780100,Switch1,Router,1.770165,1.770165,1.780288,0,328.192835,505416,1540,0.236321,0,1.760042,1.790411,1,50.029102,Normal
24.4,4,556927,21,4,ack,55,5,15540,16091,885005,Switch1,clien-4,48.36571,48.36571,48.375714,0,328.218006,18052,55,0.00844,0,48.345704,48.375714,1.030035,50.055377,Normal
2,24.2,313150,2,21,tcp,1540,3,9410,16091,24780100,clien-2,Switch1,29.647059,29.647059,29.657182,0,328.26404,505526,1540,0.236321,0,29.647059,29.677429,1,50.018467,Normal
14.1,24.34,393043,23,24,cbr,1000,35,1347,6250,6250000,Router,server1,35.796523,35.796966,35.807046,0.000443,124.942626,124943,1000,0.059605,0.000806,35.776,35.807046,25,75.02296,Normal
24.7,7,242615,24,23,ack,55,8,7555,16090,884950,server1,Router,24.056907,24.056907,24.06691,0,328.167767,18049.2,55,0.00844,0,24.056907,24.086917,1.030051,50.059851,Normal
15.1,24.35,632576,22,23,cbr,1000,36,5802,6250,6250000,Switch2,Router,71.42608,71.42648,71.43656,0.0004,124.942227,124942,1000,0.059605,0.00088,71.416,71.44712,25,75.02312,Normal
24.1,10,430961,23,22,ack,55,11,12377,16103,885665,Router,Switch2,38.695576,38.695576,38.705579,0,328.561918,18070.9,55,0.008446,0,38.685573,38.715582,1.030013,50.040562,Normal
24.2,2,250805,23,21,ack,55,3,7811,16091,885005,Router,Switch1,24.835947,24.835947,24.84595,0,328.26412,18054.5,55,0.00844,0,24.825944,24.855954,1.030022,50.048477,Normal
24.2,2,72171,21,2,ack,55,3,2247,16091,885005,Switch1,clien-2,8.027134,8.027134,8.037138,0,328.26412,18054.5,55,0.00844,0,8.007128,8.037138,1.030022,50.048477,Normal
24.8,8,198370,23,21,ack,55,9,6175,16088,884840,Router,Switch1,19.902963,19.902963,19.912966,0,328.113525,18046.2,55,0.008438,0,19.89296,19.92297,1.030054,50.061864,Normal
25,20,79051,23,21,tcp,576,0,1219937,7110,4092144,router,switch1,75.169551,75.169551,75.179597,0,95.145988,54761.05236,575.547679,0.039026,0.113037,75.105776,75.218813,1.27255,75.999821,Normal
